Month,Kurd,Faili Kurd,Fayli Kurd,Christian,Email,elderly,elderly(2),pilgrim,pilgrims,Email_file1,sectarian,discrimination,marginalisation,threat,Email_file2,threats,harassment,identity,priest,Email_file3,priest_file4,priest(2),priest(3),persecution,Email_file4,civilian,civilian(2),sheikh,ayatollah,Email_file5,imam,tribe,clan,clan(2),Email_file6,teacher,lawyer,businessman,professor,Email_file7,officer,officers,judge,judge(2),Email_file8,ethnic,ethnic(2),sunni,shia,Email_file9,minister,employee,employee(2),worker,Email_file10,Christian_file11,Yezidi,Turkmen,Shabak,Email_file11,doctor,nurse,nurse(2),engineer,Email_file12,director,journalist,human rights,children,Email_file13,children_file14,child,security guard,security guard(2),Email_file14,children_file15,child_file15,security guard_file15,security guard(2)_file15,Email_file15,Mandean,Armenian,Chaldeans,Chaldeans(2),Email_file16,Syriacs,Assyrian,Circassian,Baha'i,Email_file17,Roma,Roma(2),Marsh Arabs,Jews,Email_file18,Sabeans,Gypsy,Black Iraqis,religion,Email_file19,sect,minorit,shrine,mosque,Email_file20,temple,procession,funeral,funeral(2),Email_file21,church,men,women,young men,Email_file22,shias,alawi,alawi(2),shiite,Email_file23
2007-06,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2007-07,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2007-08,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2007-09,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2007-10,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2007-11,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2007-12,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2008-01,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2008-02,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2008-03,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2008-04,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2008-05,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2008-06,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2008-07,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2008-08,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2008-09,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2008-10,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2008-11,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2008-12,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2009-01,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2009-02,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2009-03,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2009-04,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2009-05,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2009-06,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2009-07,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2009-08,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2009-09,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2009-10,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2009-11,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2009-12,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2010-01,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2010-02,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2010-03,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2010-04,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2010-05,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2010-06,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2010-07,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2010-08,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2010-09,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2010-10,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2010-11,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2010-12,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2011-01,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2011-02,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2011-03,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
