Month,civil,society,Email,governorate,governorate(2),province,province(2),state,civil(2)
2004-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08,0.0,0,330.60850880962613,0.0,0.0,0.0,0.0,156.9522990975505,0.0
2014-09,0.0,0,359.92092823377743,0.0,0.0,0.0,0.0,0.0,0.0
2014-10,0.0,0,312.9522990975505,0.0,0.0,0.0,0.0,0.0,0.0
2014-11,0.0,0,299.2960893854749,0.0,0.0,0.0,0.0,0.0,0.0
2014-12,0.0,0,399.0614525139665,0.0,0.0,0.0,0.0,0.0,0.0
2015-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,382.81048560378173
2016-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12,0.0,0,320.78040395358835,0.0,0.0,0.0,0.0,0.0,0.0
2017-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04,0.0,0,281.63987967339926,0.0,0.0,0.0,0.0,0.0,0.0
2017-05,0.0,0,0.0,0.0,0.0,155.35883111302107,52.0,0.0,0.0
2017-06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07,0.0,0,0.0,0.0,0.0,0.0,0.0,126.32746024924796,0.0
2017-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09,0.0,0,281.63987967339926,0.0,0.0,0.0,0.0,0.0,0.0
2017-10,0.0,0,221.01504082509672,0.0,0.0,0.0,0.0,91.8745165449076,0.0
2017-11,0.0,0,267.9836699613236,0.0,0.0,0.0,0.0,0.0,0.0
2017-12,0.0,0,236.67125053717234,0.0,0.0,0.0,0.0,0.0,0.0
2018-01,0.0,0,305.12419424151267,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,0.0,0,221.01504082509672,0.0,0.0,0.0,0.0,0.0,0.0
2018-03,0.0,0,125.24967769660508,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,0.0,0,160.39020197679417,0.0,0.0,0.0,0.0,0.0,0.0
2018-05,0.0,0,223.01504082509672,0.0,0.0,0.0,0.0,49.76536312849162,0.0
2018-06,0.0,0,89.9372582724538,0.0,0.0,0.0,0.0,0.0,53.59346798452944
2018-07,0.0,0,123.24967769660508,0.0,0.0,0.0,0.0,53.59346798452944,0.0
2018-08,0.0,0,176.0464116888698,0.0,0.0,0.0,0.0,0.0,0.0
2018-09,73.76536312849163,0,107.59346798452944,0.0,0.0,0.0,0.0,42.10915341641599,57.42157284056726
2018-10,57.281048560378174,0,189.70262140094542,0.0,0.0,0.0,0.0,68.90588740868071,38.281048560378174
2018-11,63.10915341641599,0,160.39020197679417,0.0,0.0,0.0,0.0,53.59346798452944,42.10915341641599
2018-12,0.0,0,168.21830683283198,0.0,0.0,0.0,0.0,53.59346798452944,0.0
2019-01,51.452943704340356,0,158.39020197679417,0.0,0.0,0.0,0.0,0.0,34.452943704340356
2019-02,74.76536312849163,18,160.39020197679417,0.0,0.0,0.0,0.0,45.9372582724538,49.76536312849162
2019-03,51.452943704340356,0,330.60850880962613,0.0,0.0,0.0,0.0,0.0,42.10915341641599
2019-04,51.452943704340356,0,244.49935539321015,0.0,0.0,0.0,0.0,0.0,34.452943704340356
2019-05,73.76536312849163,0,260.15556510528575,0.0,0.0,0.0,0.0,38.281048560378174,0.0
2019-06,0.0,0,115.42157284056725,0.0,0.0,0.0,0.0,0.0,0.0
2019-07,56.281048560378174,0,223.01504082509672,0.0,0.0,0.0,0.0,34.452943704340356,34.452943704340356
2019-08,45.62483884830254,0,238.67125053717234,0.0,0.0,0.0,0.0,42.10915341641599,42.10915341641599
2019-09,52.452943704340356,0,144.73399226471852,0.0,0.0,0.0,0.0,38.281048560378174,38.281048560378174
2019-10,40.79673399226472,0,170.21830683283198,0.0,0.0,0.0,0.0,42.10915341641599,30.624838848302538
2019-11,63.10915341641599,16,183.8745165449076,0.0,0.0,0.0,0.0,38.281048560378174,0.0
2019-12,58.281048560378174,15,166.21830683283198,0.0,0.0,0.0,0.0,45.9372582724538,42.10915341641599
2020-01,85.42157284056725,0,138.9058874086807,0.0,0.0,0.0,0.0,30.624838848302538,34.452943704340356
2020-02,46.62483884830254,10,176.0464116888698,0.0,0.0,0.0,0.0,45.9372582724538,34.452943704340356
2020-03,39.79673399226472,0,166.21830683283198,0.0,0.0,0.0,0.0,26.79673399226472,19.140524280189087
2020-04,40.79673399226472,9,168.21830683283198,0.0,0.0,0.0,0.0,34.452943704340356,15.312419424151269
2020-05,45.62483884830254,0,158.39020197679417,0.0,0.0,0.0,0.0,26.79673399226472,26.79673399226472
2020-06,58.281048560378174,7,244.49935539321015,0.0,0.0,0.0,0.0,26.79673399226472,42.10915341641599
2020-07,40.79673399226472,11,260.15556510528575,0.0,0.0,0.0,0.0,38.281048560378174,38.281048560378174
2020-08,46.62483884830254,9,199.53072625698326,0.0,0.0,0.0,0.0,26.79673399226472,30.624838848302538
2020-09,50.452943704340356,8,215.18693596905888,0.0,0.0,0.0,0.0,38.281048560378174,34.452943704340356
2020-10,39.79673399226472,6,215.18693596905888,0.0,0.0,0.0,0.0,30.624838848302538,22.9686291362269
2020-11,39.79673399226472,8,144.73399226471852,0.0,0.0,0.0,0.0,57.42157284056726,22.9686291362269
2020-12,45.62483884830254,0,183.8745165449076,0.0,0.0,0.0,0.0,38.281048560378174,26.79673399226472
2021-01,45.62483884830254,6,144.73399226471852,0.0,0.0,0.0,0.0,38.281048560378174,38.281048560378174
2021-02,34.9686291362269,0,129.07778255264287,0.0,0.0,0.0,0.0,22.9686291362269,26.79673399226472
2021-03,29.140524280189087,9,160.39020197679417,0.0,0.0,0.0,0.0,30.624838848302538,19.140524280189087
2021-04,24.31241942415127,8,152.56209712075633,0.0,0.0,0.0,0.0,45.9372582724538,19.140524280189087
2021-05,34.9686291362269,0,131.07778255264287,0.0,0.0,0.0,0.0,49.76536312849162,30.624838848302538
2021-06,51.452943704340356,7,170.21830683283198,0.0,0.0,0.0,0.0,57.42157284056726,34.452943704340356
2021-07,29.140524280189087,8,121.24967769660508,0.0,0.0,11.656209712075634,4.0,49.76536312849162,19.140524280189087
2021-08,45.62483884830254,9,129.07778255264287,0.0,0.0,0.0,0.0,30.624838848302538,34.452943704340356
2021-09,40.79673399226472,9,113.42157284056725,0.0,0.0,0.0,0.0,45.9372582724538,26.79673399226472
2021-10,39.79673399226472,0,113.42157284056725,0.0,0.0,0.0,0.0,38.281048560378174,26.79673399226472
2021-11,51.452943704340356,9,138.9058874086807,0.0,0.0,0.0,0.0,49.76536312849162,34.452943704340356
2021-12,56.281048560378174,11,107.59346798452944,0.0,0.0,0.0,0.0,42.10915341641599,34.452943704340356
2022-01,57.281048560378174,6,123.24967769660508,0.0,0.0,0.0,0.0,34.452943704340356,38.281048560378174
2022-02,34.9686291362269,7,138.9058874086807,0.0,0.0,0.0,0.0,38.281048560378174,26.79673399226472
2022-03,33.9686291362269,8,152.56209712075633,0.0,0.0,0.0,0.0,49.76536312849162,22.9686291362269
2022-04,34.9686291362269,5,168.21830683283198,0.0,0.0,0.0,0.0,38.281048560378174,22.9686291362269
2022-05,39.79673399226472,5,170.21830683283198,0.0,0.0,0.0,0.0,30.624838848302538,26.79673399226472
2022-06,33.9686291362269,10,162.39020197679417,0.0,0.0,0.0,0.0,30.624838848302538,22.9686291362269
2022-07,33.9686291362269,6,144.73399226471852,0.0,0.0,0.0,0.0,34.452943704340356,22.9686291362269
2022-08,39.79673399226472,5,152.56209712075633,0.0,0.0,0.0,0.0,42.10915341641599,26.79673399226472
2022-09,45.62483884830254,7,199.53072625698326,0.0,0.0,0.0,0.0,42.10915341641599,30.624838848302538
2022-10,28.140524280189087,6,176.0464116888698,0.0,0.0,0.0,0.0,34.452943704340356,15.312419424151269
2022-11,23.31241942415127,5,183.8745165449076,0.0,0.0,0.0,0.0,30.624838848302538,11.48431456811345
2022-12,28.140524280189087,6,123.24967769660508,0.0,0.0,0.0,0.0,34.452943704340356,19.140524280189087
2023-01,34.9686291362269,8,115.42157284056725,0.0,0.0,0.0,0.0,34.452943704340356,22.9686291362269
2023-02,56.281048560378174,5,125.24967769660508,0.0,0.0,0.0,0.0,38.281048560378174,30.624838848302538
2023-03,34.9686291362269,6,131.07778255264287,0.0,0.0,0.0,0.0,34.452943704340356,22.9686291362269
2023-04,28.140524280189087,4,138.9058874086807,0.0,0.0,0.0,0.0,34.452943704340356,15.312419424151269
2023-05,39.79673399226472,6,162.39020197679417,0.0,0.0,0.0,0.0,34.452943704340356,22.9686291362269
2023-06,23.31241942415127,5,152.56209712075633,0.0,0.0,0.0,0.0,34.452943704340356,11.48431456811345
2023-07,33.9686291362269,0,136.9058874086807,0.0,0.0,0.0,0.0,38.281048560378174,22.9686291362269
2023-08,39.79673399226472,6,166.21830683283198,0.0,0.0,0.0,0.0,38.281048560378174,30.624838848302538
2023-09,28.140524280189087,3,131.07778255264287,0.0,0.0,0.0,0.0,34.452943704340356,19.140524280189087
2023-10,23.31241942415127,5,129.07778255264287,0.0,0.0,0.0,0.0,22.9686291362269,11.48431456811345
2023-11,28.140524280189087,6,152.56209712075633,0.0,0.0,0.0,0.0,30.624838848302538,19.140524280189087
2023-12,23.31241942415127,5,115.42157284056725,0.0,0.0,0.0,0.0,38.281048560378174,15.312419424151269
2024-01,34.9686291362269,6,136.9058874086807,0.0,0.0,0.0,0.0,34.452943704340356,22.9686291362269
2024-02,33.9686291362269,5,136.9058874086807,0.0,0.0,0.0,0.0,34.452943704340356,22.9686291362269
2024-03,44.62483884830254,6,152.56209712075633,0.0,0.0,0.0,0.0,38.281048560378174,30.624838848302538
2024-04,73.76536312849163,2,99.76536312849163,0.0,0.0,0.0,0.0,45.9372582724538,45.9372582724538
2024-05,57.281048560378174,7,123.24967769660508,0.0,0.0,0.0,0.0,34.452943704340356,38.281048560378174
2024-06,22.31241942415127,6,107.59346798452944,0.0,0.0,0.0,0.0,22.9686291362269,15.312419424151269
2024-07,17.48431456811345,3,109.59346798452944,0.0,0.0,0.0,0.0,30.624838848302538,15.312419424151269
2024-08,17.48431456811345,5,131.07778255264287,0.0,0.0,0.0,0.0,45.9372582724538,15.312419424151269
2024-09,28.140524280189087,4,131.07778255264287,0.0,0.0,0.0,0.0,42.10915341641599,19.140524280189087
2024-10,16.48431456811345,4,131.07778255264287,0.0,0.0,0.0,0.0,42.10915341641599,11.48431456811345
2024-11,22.31241942415127,6,144.73399226471852,0.0,0.0,0.0,0.0,42.10915341641599,11.48431456811345
2024-12,29.140524280189087,7,136.9058874086807,0.0,0.0,0.0,0.0,42.10915341641599,22.9686291362269
2025-01,23.31241942415127,4,131.07778255264287,0.0,0.0,0.0,0.0,38.281048560378174,11.48431456811345
2025-02,28.140524280189087,4,123.24967769660508,0.0,0.0,0.0,0.0,30.624838848302538,15.312419424151269
2025-03,17.48431456811345,0,107.59346798452944,0.0,0.0,0.0,0.0,42.10915341641599,15.312419424151269
2025-04,33.9686291362269,6,123.24967769660508,0.0,0.0,10.656209712075634,3.0,34.452943704340356,22.9686291362269
2025-05,45.62483884830254,4,105.59346798452944,0.0,0.0,0.0,0.0,30.624838848302538,30.624838848302538
2025-06,40.79673399226472,3,138.9058874086807,0.0,0.0,0.0,0.0,26.79673399226472,26.79673399226472
2025-07,39.79673399226472,3,115.42157284056725,0.0,0.0,0.0,0.0,34.452943704340356,26.79673399226472
2025-08,34.9686291362269,5,121.24967769660508,0.0,0.0,0.0,0.0,34.452943704340356,22.9686291362269
2025-09,28.140524280189087,5,115.42157284056725,0.0,0.0,4.828104856037817,1.0,30.624838848302538,19.140524280189087
