Month,Ramadan,Eid al-Fitr,Eid al-Adha,Christmas,Email,Christmas_file1,Mawlid,Ashoura,Hijra,Email_file1,Hijra_file2,Arba'een,Arba'een(2),Nowruz,Email_file2,Easter,welfare,retirement,pension,Email_file3,charity,Ashura,Arbaeen,Arbaeen(2),Email_file4,allowance,zaka,zaka(2),Email_file5
2015-02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-03,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-04,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-06,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-09,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2015-12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-03,0,0,0,0,88,0,0.0,0,0,88,0,0,0,0,88,0.0,0,0,0,88,0,0,0,0,88,0.0,0,0,88
2016-04,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-06,66,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2016-08,0,0,0,0,67,0,0.0,0,0,67,0,0,0,0,67,0.0,0,0,0,67,0,0,0,0,67,0.0,0,0,67
2016-09,0,0,0,0,48,0,0.0,0,0,48,0,0,0,0,48,0.0,0,0,0,48,0,0,0,0,48,0.0,0,0,48
2016-10,0,0,0,0,52,0,0.0,0,0,52,0,0,0,0,52,0.0,0,0,0,52,0,0,0,0,52,0.0,0,0,52
2016-11,0,0,0,0,98,0,0.0,0,0,98,0,0,0,0,98,0.0,0,0,0,98,0,0,0,0,98,0.0,0,0,98
2016-12,0,0,0,43,86,43,0.0,0,0,86,0,0,0,0,86,0.0,0,0,0,86,0,0,0,0,86,0.0,0,0,86
2017-01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
2017-02,0,0,0,0,70,0,0.0,0,0,70,0,0,0,0,70,0.0,0,0,0,70,0,0,0,0,70,0.0,0,0,70
2017-03,0,0,0,0,100,0,0.0,0,0,100,0,0,0,0,100,0.0,0,0,0,100,0,0,0,0,100,0.0,0,0,100
2017-04,0,0,0,0,80,0,0.0,0,0,80,0,0,0,0,80,0.0,0,0,0,80,0,0,0,0,80,0.0,0,0,80
2017-05,34,0,0,0,67,0,0.0,0,0,67,0,0,0,0,67,0.0,0,0,0,67,0,0,0,0,67,0.0,0,0,67
2017-06,41,0,0,0,58,0,0.0,0,0,58,0,0,0,0,58,0.0,0,0,0,58,0,0,0,0,58,0.0,0,0,58
2017-07,0,0,0,0,54,0,0.0,0,0,54,0,0,0,0,54,0.0,0,0,0,54,0,0,0,0,54,0.0,0,0,54
2017-08,0,0,0,0,34,0,0.0,0,0,34,0,0,0,0,34,0.0,0,0,0,34,0,0,0,0,34,0.0,0,0,34
2017-09,0,0,0,0,47,0,0.0,0,0,47,0,0,0,0,47,0.0,0,0,0,47,0,0,0,0,47,0.0,0,0,47
2017-10,0,0,0,0,89,0,0.0,0,0,89,0,0,0,0,89,0.0,0,0,0,89,0,0,0,0,89,0.0,0,0,89
2017-11,0,0,0,0,67,0,0.0,0,0,67,0,0,0,0,67,0.0,0,0,0,67,0,0,0,0,67,0.0,0,0,67
2017-12,0,0,0,29,54,29,0.0,0,15,54,15,0,0,0,54,0.0,0,0,0,54,0,0,0,0,54,0.0,0,0,54
2018-01,0,0,0,0,42,0,0.0,0,0,42,0,0,0,0,42,0.0,0,0,0,42,0,0,0,0,42,0.0,0,0,42
2018-02,0,0,0,0,58,0,0.0,0,0,58,0,0,0,0,58,0.0,0,0,0,58,0,0,0,0,58,0.0,0,0,58
2018-03,0,0,0,0,48,0,0.0,0,0,48,0,0,0,0,48,0.0,0,0,0,48,0,0,0,0,48,0.0,0,0,48
2018-04,0,11,0,0,73,0,0.0,0,0,73,0,0,0,0,73,0.0,0,0,0,73,0,0,0,0,73,0.0,0,0,73
2018-05,65,0,0,0,58,0,0.0,0,0,58,0,0,0,0,58,0.0,0,0,0,58,0,0,0,0,58,0.0,0,0,58
2018-06,0,0,0,0,52,0,0.0,0,0,52,0,0,0,0,52,0.0,0,0,0,52,0,0,0,0,52,0.0,0,0,52
2018-07,0,0,0,0,46,0,0.0,0,0,46,0,0,0,0,46,0.0,0,0,0,46,0,0,0,0,46,0.0,0,0,46
2018-08,0,0,0,0,44,0,0.0,0,10,44,10,0,0,0,44,0.0,0,0,11,44,0,0,0,0,44,0.0,0,0,44
2018-09,0,0,0,0,48,0,0.0,0,14,48,14,0,0,0,48,0.0,0,0,0,48,0,0,0,0,48,0.0,0,0,48
2018-10,0,0,0,0,43,0,0.0,0,12,43,12,0,0,0,43,0.0,0,0,0,43,0,0,0,0,43,0.0,0,0,43
2018-11,0,0,0,0,56,0,0.0,0,0,56,0,0,0,0,56,0.0,0,0,0,56,0,0,0,0,56,0.0,0,0,56
2018-12,0,0,0,23,47,23,0.0,0,7,47,7,0,0,0,47,0.0,0,0,0,47,0,0,0,0,47,0.0,0,0,47
2019-01,0,0,0,0,50,0,0.0,0,0,50,0,0,0,0,50,0.0,0,0,0,50,0,0,0,0,50,0.0,0,0,50
2019-02,0,0,0,0,54,0,0.0,0,9,54,9,0,0,0,54,0.0,0,0,0,54,0,0,0,0,54,0.0,0,0,54
2019-03,0,0,0,0,54,0,0.0,0,0,54,0,0,0,0,54,0.0,0,0,0,54,0,0,0,0,54,0.0,0,0,54
2019-04,7,0,0,0,49,0,0.0,0,0,49,0,0,0,0,49,0.0,0,0,0,49,0,0,0,0,49,0.0,0,0,49
2019-05,59,0,0,0,60,0,0.0,0,0,60,0,0,0,0,60,0.0,0,0,0,60,0,0,0,0,60,0.0,0,0,60
2019-06,0,0,0,0,37,0,0.0,0,7,37,7,0,0,0,37,0.0,0,0,0,37,0,0,0,0,37,0.0,0,0,37
2019-07,0,0,0,0,52,0,0.0,0,0,52,0,0,0,0,52,0.0,0,0,0,52,6,0,0,0,52,0.0,0,0,52
2019-08,0,0,0,0,44,0,0.0,0,9,44,9,0,0,0,44,0.0,0,0,0,44,4,0,0,0,44,0.0,0,0,44
2019-09,0,0,0,0,52,0,0.0,0,8,52,8,0,0,0,52,0.0,0,0,0,52,0,0,0,0,52,0.0,0,0,52
2019-10,0,0,0,7,61,7,0.0,0,6,61,6,0,0,0,61,0.0,0,0,0,61,0,0,0,0,61,0.0,0,0,61
2019-11,0,0,0,7,46,7,0.0,0,8,46,8,0,0,0,46,0.0,7,0,0,46,0,0,0,0,46,0.0,0,0,46
2019-12,0,0,0,22,45,22,0.0,0,7,45,7,0,0,0,45,0.0,5,0,0,45,0,0,0,0,45,0.0,0,0,45
2020-01,0,0,0,8,43,8,0.0,0,8,43,8,0,0,0,43,0.0,0,0,0,43,0,0,0,0,43,0.0,0,0,43
2020-02,0,0,0,5,52,5,0.0,0,0,52,0,0,0,0,52,0.0,0,0,0,52,0,0,0,0,52,0.0,0,6,52
2020-03,4,0,0,0,39,0,0.0,0,4,39,4,0,0,0,39,0.0,5,0,0,39,0,0,0,0,39,0.0,0,0,39
2020-04,47,0,0,2,40,2,0.0,0,9,40,9,0,0,0,40,3.0,0,0,0,40,0,0,0,0,40,0.0,0,0,40
2020-05,15,0,0,2,38,2,0.0,0,9,38,9,0,0,0,38,0.0,2,0,0,38,0,0,0,0,38,0.0,0,0,38
2020-06,2,0,0,2,46,2,0.0,0,11,46,11,0,0,0,46,0.0,0,0,0,46,0,0,0,0,46,0.0,0,0,46
2020-07,0,0,0,2,48,2,0.0,0,14,48,14,0,0,0,48,0.0,2,0,0,48,0,0,0,0,48,0.0,0,0,48
2020-08,0,0,0,3,41,3,0.0,0,13,41,13,0,0,0,41,0.0,0,2,0,41,0,1,0,0,41,0.0,0,0,41
2020-09,0,0,0,4,39,4,0.0,0,12,39,12,0,0,0,39,0.0,2,1,1,39,0,0,0,0,39,0.0,0,0,39
2020-10,0,0,0,4,41,4,0.0,0,9,41,9,0,0,0,41,0.0,0,0,1,41,0,0,0,0,41,0.0,0,0,41
2020-11,0,0,0,4,35,4,0.0,0,11,35,11,0,0,0,35,0.0,1,1,0,35,0,0,0,0,35,0.0,0,0,35
2020-12,1,0,0,16,37,16,0.0,0,11,37,11,0,0,0,37,0.0,1,1,0,37,0,0,0,0,37,0.0,0,0,37
2021-01,1,0,0,2,41,2,0.0,0,12,41,12,0,0,0,41,0.0,2,0,0,41,0,0,0,0,41,0.0,0,0,41
2021-02,2,0,0,2,42,2,0.0,0,12,42,12,0,0,0,42,0.0,2,0,0,42,2,0,0,0,42,0.0,0,0,42
2021-03,4,0,0,4,38,4,0.0,0,12,38,12,0,0,0,38,0.0,1,0,0,38,0,0,0,0,38,0.0,0,0,38
2021-04,43,0,0,3,38,3,0.0,0,10,38,10,0,0,0,38,3.0,0,1,0,38,0,0,0,0,38,0.0,0,0,38
2021-05,8,0,0,2,37,2,0.0,0,14,37,14,0,0,0,37,1.0,1,0,0,37,0,0,0,0,37,0.0,0,0,37
2021-06,0,0,0,3,34,3,0.0,0,13,34,13,0,0,0,34,0.0,0,1,0,34,0,0,0,0,34,0.0,0,0,34
2021-07,0,0,0,2,31,2,0.0,0,13,31,13,0,0,0,31,0.0,1,1,2,31,0,0,0,0,31,0.0,0,0,31
2021-08,0,0,0,4,33,4,0.0,0,9,33,9,0,0,0,33,0.0,1,2,2,33,0,2,0,0,33,0.0,0,0,33
2021-09,1,0,0,5,32,5,0.0,0,10,32,10,0,0,0,32,0.0,2,2,1,32,0,0,0,0,32,0.0,0,0,32
2021-10,0,0,0,6,31,6,0.0,0,9,31,9,0,0,0,31,0.0,2,2,0,31,0,0,0,0,31,0.0,0,0,31
2021-11,0,0,0,8,40,8,0.0,0,8,40,8,0,0,0,40,0.0,2,0,0,40,0,0,0,0,40,0.0,0,0,40
2021-12,0,0,0,14,28,14,0.0,0,15,28,15,0,0,0,28,2.0,0,0,0,28,0,0,0,0,28,3.0,0,0,28
2022-01,0,0,0,3,34,3,0.0,2,12,34,12,0,0,0,34,2.0,2,0,2,34,0,0,0,0,34,0.0,0,0,34
2022-02,4,0,0,2,30,2,0.0,0,8,30,8,0,0,0,30,2.0,2,0,2,30,0,0,0,0,30,0.0,0,0,30
2022-03,10,0,0,2,39,2,0.0,0,11,39,11,0,0,0,39,3.0,1,0,2,39,0,0,0,0,39,0.0,0,0,39
2022-04,57,0,0,2,36,2,0.0,0,8,36,8,0,0,0,36,5.0,1,0,1,36,0,0,0,0,36,0.0,0,0,36
2022-05,2,0,0,2,36,2,0.0,0,8,36,8,0,0,0,36,0.0,1,0,1,36,0,0,0,0,36,0.0,0,0,36
2022-06,0,0,0,2,38,2,0.0,0,9,38,9,0,0,0,38,0.0,1,0,1,38,0,0,0,0,38,0.0,0,0,38
2022-07,0,0,0,4,27,4,0.0,0,8,27,8,0,0,0,27,0.0,0,1,2,27,0,0,0,0,27,0.0,0,0,27
2022-08,1,0,0,5,34,5,0.0,0,9,34,9,0,0,0,34,0.0,1,1,0,34,0,2,0,0,34,0.0,0,0,34
2022-09,0,0,0,5,38,5,0.0,0,6,38,6,0,0,0,38,0.0,0,1,1,38,0,0,0,0,38,0.0,0,0,38
2022-10,0,0,0,7,36,7,0.0,0,9,36,9,0,0,0,36,1.0,5,0,0,36,1,0,0,0,36,0.0,0,0,36
2022-11,1,0,0,6,36,6,0.0,0,6,36,6,0,0,0,36,1.0,6,0,1,36,2,0,0,0,36,0.0,0,0,36
2022-12,2,0,0,12,26,12,0.0,0,7,26,7,0,0,0,26,0.0,2,1,1,26,1,0,0,0,26,0.0,0,0,26
2023-01,4,0,0,2,28,2,0.0,0,7,28,7,0,0,0,28,1.0,2,0,1,28,0,0,0,0,28,0.0,0,0,28
2023-02,5,0,0,1,28,1,0.0,0,6,28,6,0,0,0,28,4.0,8,0,2,28,0,0,0,0,28,0.0,0,0,28
2023-03,58,0,0,1,29,1,0.0,0,6,29,6,0,0,0,29,2.0,4,1,2,29,1,0,0,0,29,0.0,0,0,29
2023-04,19,0,0,0,27,0,0.0,0,6,27,6,0,0,0,27,3.0,2,0,1,27,0,0,0,0,27,0.0,0,0,27
2023-05,2,0,1,1,31,1,0.0,0,7,31,7,0,0,0,31,0.0,3,0,1,31,0,0,0,0,31,0.0,0,0,31
2023-06,0,0,1,2,31,2,0.0,0,7,31,7,0,0,0,31,0.0,3,0,2,31,1,0,0,0,31,1.0,0,0,31
2023-07,1,0,0,2,24,2,0.0,0,7,24,7,0,0,0,24,0.0,1,1,2,24,0,1,0,0,24,0.0,0,0,24
2023-08,0,0,0,2,28,2,0.0,0,7,28,7,0,0,0,28,0.0,1,0,8,28,0,0,0,0,28,1.0,0,0,28
2023-09,0,0,0,2,25,2,0.0,0,5,25,5,0,0,0,25,0.0,1,0,2,25,0,0,0,0,25,0.0,0,0,25
2023-10,0,0,0,5,26,5,0.0,0,5,26,5,0,0,0,26,1.0,2,0,2,26,0,0,0,0,26,0.0,0,0,26
2023-11,1,0,0,7,26,7,0.0,0,5,26,5,0,0,0,26,0.0,1,0,3,26,1,0,0,0,26,0.0,0,0,26
2023-12,2,0,0,13,24,13,0.0,0,6,24,6,0,0,0,24,1.0,1,0,2,24,1,0,0,0,24,0.0,0,0,24
2024-01,5,0,0,5,25,5,0.0,0,7,25,7,0,0,0,25,1.0,1,0,2,25,0,0,0,0,25,1.0,0,0,25
2024-02,7,0,0,2,28,2,0.0,0,7,28,7,0,0,0,28,1.0,1,0,3,28,0,0,0,0,28,0.0,0,0,28
2024-03,54,0,0,3,26,3,0.0,0,6,26,6,0,0,0,26,3.0,1,1,9,26,0,0,0,0,26,1.0,0,0,26
2024-04,8,0,0,2,22,2,0.0,0,7,22,7,0,0,0,22,0.0,1,0,5,22,0,0,0,0,22,0.0,0,0,22
2024-05,0,0,0,1,27,1,0.0,0,7,27,7,0,0,0,27,0.0,1,0,5,27,0,0,0,0,27,0.0,0,0,27
2024-06,0,0,1,1,21,1,0.0,0,6,21,6,0,0,0,21,1.0,1,0,3,21,0,0,0,0,21,0.0,0,0,21
2024-07,1,0,0,2,26,2,0.0,0,6,26,6,0,0,0,26,0.0,0,1,4,26,0,1,0,0,26,0.0,0,0,26
2024-08,1,0,0,3,26,3,0.0,0,7,26,7,0,0,0,26,0.0,1,1,3,26,0,0,0,0,26,0.0,0,0,26
2024-09,1,0,0,4,27,4,0.0,0,6,27,6,0,0,0,27,3.0,1,1,3,27,0,0,0,0,27,0.0,0,0,27
2024-10,1,0,0,4,29,4,0.0,0,6,29,6,0,0,0,29,0.0,1,1,2,29,0,0,0,0,29,0.0,0,0,29
2024-11,0,0,0,6,28,6,0.0,0,7,28,7,0,0,0,28,0.0,0,1,3,28,0,0,0,0,28,0.0,0,0,28
2024-12,2,0,0,13,25,13,0.0,0,7,25,7,0,0,0,25,0.0,2,1,1,25,0,0,0,0,25,0.0,0,0,25
2025-01,3,0,0,2,27,2,0.0,0,6,27,6,0,0,0,27,1.0,0,0,2,27,0,0,0,0,27,0.0,0,0,27
2025-02,20,0,0,0,27,0,0.0,0,6,27,6,0,0,0,27,1.0,0,0,2,27,0,0,0,0,27,0.0,0,0,27
2025-03,38,1,0,1,30,1,0.0,0,6,30,6,0,0,0,30,1.0,1,0,2,30,0,0,0,0,30,0.0,0,0,30
2025-04,1,0,0,0,26,0,0.0,0,7,26,7,0,0,0,26,3.0,2,0,2,26,0,0,0,0,26,0.0,0,0,26
2025-05,0,0,1,0,26,0,0.0,0,7,26,7,0,0,0,26,0.0,0,1,2,26,0,0,0,0,26,1.0,0,0,26
2025-06,0,0,1,0,25,0,0.0,0,5,25,5,0,0,0,25,0.0,1,0,2,25,0,0,0,0,25,0.0,0,0,25
2025-07,0,0,0,2,22,2,0.0,0,7,22,7,0,0,0,22,0.0,0,0,2,22,0,1,0,0,22,0.0,0,0,22
2025-08,1,0,0,2,28,2,0.0,0,7,28,7,0,0,0,28,0.0,1,1,1,28,0,0,0,0,28,0.0,0,0,28
2025-09,1,0,0,2,23,2,0.5,0,6,23,6,0,0,0,23,0.5,1,1,2,23,1,0,0,0,23,0.5,0,0,23
